_id,co_uf,no_uf,ano,variavel,idh_categoria,idh_subcategoria,valor
980,33,Rio de Janeiro,2019,IDH,Total,Total,0.809
981,33,Rio de Janeiro,2020,IDH,Educação,Total,0.781
982,33,Rio de Janeiro,2020,IDH,Longevidade,Total,0.804
983,33,Rio de Janeiro,2020,IDH,Renda,Total,0.77
984,33,Rio de Janeiro,2020,IDH,Total,Total,0.785
985,33,Rio de Janeiro,2021,IDH,Educação,Total,0.758
986,33,Rio de Janeiro,2021,IDH,Longevidade,Total,0.769
987,33,Rio de Janeiro,2021,IDH,Renda,Total,0.759
988,33,Rio de Janeiro,2021,IDH,Total,Total,0.762
989,35,São Paulo,1991,IDH,Educação,Total,0.363
990,35,São Paulo,1991,IDH,Longevidade,Total,0.73
991,35,São Paulo,1991,IDH,Renda,Total,0.729
992,35,São Paulo,1991,IDH,Total,Total,0.578
993,35,São Paulo,2000,IDH,Educação,Total,0.581
994,35,São Paulo,2000,IDH,Longevidade,Total,0.786
995,35,São Paulo,2000,IDH,Renda,Total,0.756
996,35,São Paulo,2000,IDH,Total,Total,0.702
997,35,São Paulo,2010,IDH,Educação,Total,0.719
998,35,São Paulo,2010,IDH,Longevidade,Total,0.845
999,35,São Paulo,2010,IDH,Renda,Total,0.789
1000,35,São Paulo,2010,IDH,Total,Total,0.783
1001,35,São Paulo,2012,IDH,Educação,Total,0.792
1002,35,São Paulo,2012,IDH,Longevidade,Total,0.863
1003,35,São Paulo,2012,IDH,Renda,Total,0.782
1004,35,São Paulo,2012,IDH,Total,Total,0.812
1005,35,São Paulo,2013,IDH,Educação,Total,0.8
1006,35,São Paulo,2013,IDH,Longevidade,Total,0.869
1007,35,São Paulo,2013,IDH,Renda,Total,0.787
1008,35,São Paulo,2013,IDH,Total,Total,0.818
1009,35,São Paulo,2014,IDH,Educação,Total,0.813
1010,35,São Paulo,2014,IDH,Longevidade,Total,0.875
1011,35,São Paulo,2014,IDH,Renda,Total,0.79
1012,35,São Paulo,2014,IDH,Total,Total,0.825
1013,35,São Paulo,2015,IDH,Educação,Total,0.811
1014,35,São Paulo,2015,IDH,Longevidade,Total,0.88
1015,35,São Paulo,2015,IDH,Renda,Total,0.782
1016,35,São Paulo,2015,IDH,Total,Total,0.823
1017,35,São Paulo,2016,IDH,Educação,Total,0.837
1018,35,São Paulo,2016,IDH,Longevidade,Total,0.885
1019,35,São Paulo,2016,IDH,Renda,Total,0.787
1020,35,São Paulo,2016,IDH,Total,Total,0.835
1021,35,São Paulo,2017,IDH,Educação,Total,0.826
1022,35,São Paulo,2017,IDH,Longevidade,Total,0.889
1023,35,São Paulo,2017,IDH,Renda,Total,0.781
1024,35,São Paulo,2017,IDH,Total,Total,0.831
1025,35,São Paulo,2018,IDH,Educação,Total,0.829
1026,35,São Paulo,2018,IDH,Longevidade,Total,0.894
1027,35,São Paulo,2018,IDH,Renda,Total,0.791
1028,35,São Paulo,2018,IDH,Total,Total,0.837
1029,35,São Paulo,2019,IDH,Educação,Total,0.849
1030,35,São Paulo,2019,IDH,Longevidade,Total,0.898
1031,35,São Paulo,2019,IDH,Renda,Total,0.791
1032,35,São Paulo,2019,IDH,Total,Total,0.845
1033,35,São Paulo,2020,IDH,Educação,Total,0.847
1034,35,São Paulo,2020,IDH,Longevidade,Total,0.844
1035,35,São Paulo,2020,IDH,Renda,Total,0.781
1036,35,São Paulo,2020,IDH,Total,Total,0.823
1037,35,São Paulo,2021,IDH,Educação,Total,0.839
1038,35,São Paulo,2021,IDH,Longevidade,Total,0.81
1039,35,São Paulo,2021,IDH,Renda,Total,0.771
1040,35,São Paulo,2021,IDH,Total,Total,0.806
1041,41,Paraná,1991,IDH,Educação,Total,0.298
1042,41,Paraná,1991,IDH,Longevidade,Total,0.679
1043,41,Paraná,1991,IDH,Renda,Total,0.644
1044,41,Paraná,1991,IDH,Total,Total,0.507
1045,41,Paraná,2000,IDH,Educação,Total,0.522
1046,41,Paraná,2000,IDH,Longevidade,Total,0.747
1047,41,Paraná,2000,IDH,Renda,Total,0.704
1048,41,Paraná,2000,IDH,Total,Total,0.65
1049,41,Paraná,2010,IDH,Educação,Total,0.668
1050,41,Paraná,2010,IDH,Longevidade,Total,0.83
1051,41,Paraná,2010,IDH,Renda,Total,0.757
1052,41,Paraná,2010,IDH,Total,Total,0.749
1053,41,Paraná,2012,IDH,Educação,Total,0.718
1054,41,Paraná,2012,IDH,Longevidade,Total,0.846
1055,41,Paraná,2012,IDH,Renda,Total,0.757
1056,41,Paraná,2012,IDH,Total,Total,0.772
1057,41,Paraná,2013,IDH,Educação,Total,0.737
1058,41,Paraná,2013,IDH,Longevidade,Total,0.852
1059,41,Paraná,2013,IDH,Renda,Total,0.761
1060,41,Paraná,2013,IDH,Total,Total,0.782
1061,41,Paraná,2014,IDH,Educação,Total,0.747
1062,41,Paraná,2014,IDH,Longevidade,Total,0.857
1063,41,Paraná,2014,IDH,Renda,Total,0.765
1064,41,Paraná,2014,IDH,Total,Total,0.788
1065,41,Paraná,2015,IDH,Educação,Total,0.747
1066,41,Paraná,2015,IDH,Longevidade,Total,0.862
1067,41,Paraná,2015,IDH,Renda,Total,0.754
1068,41,Paraná,2015,IDH,Total,Total,0.786
1069,41,Paraná,2016,IDH,Educação,Total,0.773
1070,41,Paraná,2016,IDH,Longevidade,Total,0.867
1071,41,Paraná,2016,IDH,Renda,Total,0.756
1072,41,Paraná,2016,IDH,Total,Total,0.797
1073,41,Paraná,2017,IDH,Educação,Total,0.764
1074,41,Paraná,2017,IDH,Longevidade,Total,0.872
1075,41,Paraná,2017,IDH,Renda,Total,0.759
1076,41,Paraná,2017,IDH,Total,Total,0.797
1077,41,Paraná,2018,IDH,Educação,Total,0.777
1078,41,Paraná,2018,IDH,Longevidade,Total,0.877
1079,41,Paraná,2018,IDH,Renda,Total,0.766
1080,41,Paraná,2018,IDH,Total,Total,0.805
1081,41,Paraná,2019,IDH,Educação,Total,0.779
1082,41,Paraná,2019,IDH,Longevidade,Total,0.882
1083,41,Paraná,2019,IDH,Renda,Total,0.764
1084,41,Paraná,2019,IDH,Total,Total,0.807
1085,41,Paraná,2020,IDH,Educação,Total,0.791
1086,41,Paraná,2020,IDH,Longevidade,Total,0.82
1087,41,Paraná,2020,IDH,Renda,Total,0.751
1088,41,Paraná,2020,IDH,Total,Total,0.787
1089,41,Paraná,2021,IDH,Educação,Total,0.78
1090,41,Paraná,2021,IDH,Longevidade,Total,0.785
1091,41,Paraná,2021,IDH,Renda,Total,0.744
1092,41,Paraná,2021,IDH,Total,Total,0.769
1093,42,Santa Catarina,1991,IDH,Educação,Total,0.329
1094,42,Santa Catarina,1991,IDH,Longevidade,Total,0.753
1095,42,Santa Catarina,1991,IDH,Renda,Total,0.648
1096,42,Santa Catarina,1991,IDH,Total,Total,0.543
1097,42,Santa Catarina,2000,IDH,Educação,Total,0.526
1098,42,Santa Catarina,2000,IDH,Longevidade,Total,0.812
1099,42,Santa Catarina,2000,IDH,Renda,Total,0.717
1100,42,Santa Catarina,2000,IDH,Total,Total,0.674
1101,42,Santa Catarina,2010,IDH,Educação,Total,0.697
1102,42,Santa Catarina,2010,IDH,Longevidade,Total,0.86
1103,42,Santa Catarina,2010,IDH,Renda,Total,0.773
1104,42,Santa Catarina,2010,IDH,Total,Total,0.774
1105,42,Santa Catarina,2012,IDH,Educação,Total,0.74
1106,42,Santa Catarina,2012,IDH,Longevidade,Total,0.878
1107,42,Santa Catarina,2012,IDH,Renda,Total,0.764
1108,42,Santa Catarina,2012,IDH,Total,Total,0.792
1109,42,Santa Catarina,2013,IDH,Educação,Total,0.757
1110,42,Santa Catarina,2013,IDH,Longevidade,Total,0.885
1111,42,Santa Catarina,2013,IDH,Renda,Total,0.768
1112,42,Santa Catarina,2013,IDH,Total,Total,0.801
1113,42,Santa Catarina,2014,IDH,Educação,Total,0.768
1114,42,Santa Catarina,2014,IDH,Longevidade,Total,0.89
1115,42,Santa Catarina,2014,IDH,Renda,Total,0.769
1116,42,Santa Catarina,2014,IDH,Total,Total,0.807
1117,42,Santa Catarina,2015,IDH,Educação,Total,0.769
1118,42,Santa Catarina,2015,IDH,Longevidade,Total,0.896
1119,42,Santa Catarina,2015,IDH,Renda,Total,0.769
1120,42,Santa Catarina,2015,IDH,Total,Total,0.809
1121,42,Santa Catarina,2016,IDH,Educação,Total,0.785
1122,42,Santa Catarina,2016,IDH,Longevidade,Total,0.902
1123,42,Santa Catarina,2016,IDH,Renda,Total,0.763
1124,42,Santa Catarina,2016,IDH,Total,Total,0.814
1125,42,Santa Catarina,2017,IDH,Educação,Total,0.778
1126,42,Santa Catarina,2017,IDH,Longevidade,Total,0.907
1127,42,Santa Catarina,2017,IDH,Renda,Total,0.772
1128,42,Santa Catarina,2017,IDH,Total,Total,0.817
1129,42,Santa Catarina,2018,IDH,Educação,Total,0.78
1130,42,Santa Catarina,2018,IDH,Longevidade,Total,0.912
1131,42,Santa Catarina,2018,IDH,Renda,Total,0.772
1132,42,Santa Catarina,2018,IDH,Total,Total,0.819
1133,42,Santa Catarina,2019,IDH,Educação,Total,0.794
1134,42,Santa Catarina,2019,IDH,Longevidade,Total,0.916
1135,42,Santa Catarina,2019,IDH,Renda,Total,0.776
1136,42,Santa Catarina,2019,IDH,Total,Total,0.826
1137,42,Santa Catarina,2020,IDH,Educação,Total,0.79
1138,42,Santa Catarina,2020,IDH,Longevidade,Total,0.858
1139,42,Santa Catarina,2020,IDH,Renda,Total,0.763
1140,42,Santa Catarina,2020,IDH,Total,Total,0.803
1141,42,Santa Catarina,2021,IDH,Educação,Total,0.79
1142,42,Santa Catarina,2021,IDH,Longevidade,Total,0.827
1143,42,Santa Catarina,2021,IDH,Renda,Total,0.759
1144,42,Santa Catarina,2021,IDH,Total,Total,0.792
1145,43,Rio Grande do Sul,1991,IDH,Educação,Total,0.328
1146,43,Rio Grande do Sul,1991,IDH,Longevidade,Total,0.729
1147,43,Rio Grande do Sul,1991,IDH,Renda,Total,0.667
1148,43,Rio Grande do Sul,1991,IDH,Total,Total,0.542
1149,43,Rio Grande do Sul,2000,IDH,Educação,Total,0.505
1150,43,Rio Grande do Sul,2000,IDH,Longevidade,Total,0.804
1151,43,Rio Grande do Sul,2000,IDH,Renda,Total,0.72
1152,43,Rio Grande do Sul,2000,IDH,Total,Total,0.664
1153,43,Rio Grande do Sul,2010,IDH,Educação,Total,0.642
1154,43,Rio Grande do Sul,2010,IDH,Longevidade,Total,0.84
1155,43,Rio Grande do Sul,2010,IDH,Renda,Total,0.769
1156,43,Rio Grande do Sul,2010,IDH,Total,Total,0.746
1157,43,Rio Grande do Sul,2012,IDH,Educação,Total,0.674
1158,43,Rio Grande do Sul,2012,IDH,Longevidade,Total,0.86
1159,43,Rio Grande do Sul,2012,IDH,Renda,Total,0.767
1160,43,Rio Grande do Sul,2012,IDH,Total,Total,0.763
1161,43,Rio Grande do Sul,2013,IDH,Educação,Total,0.691
1162,43,Rio Grande do Sul,2013,IDH,Longevidade,Total,0.865
1163,43,Rio Grande do Sul,2013,IDH,Renda,Total,0.773
1164,43,Rio Grande do Sul,2013,IDH,Total,Total,0.773
1165,43,Rio Grande do Sul,2014,IDH,Educação,Total,0.699
1166,43,Rio Grande do Sul,2014,IDH,Longevidade,Total,0.87
1167,43,Rio Grande do Sul,2014,IDH,Renda,Total,0.777
1168,43,Rio Grande do Sul,2014,IDH,Total,Total,0.779
1169,43,Rio Grande do Sul,2015,IDH,Educação,Total,0.717
1170,43,Rio Grande do Sul,2015,IDH,Longevidade,Total,0.875
1171,43,Rio Grande do Sul,2015,IDH,Renda,Total,0.776
1172,43,Rio Grande do Sul,2015,IDH,Total,Total,0.787
1173,43,Rio Grande do Sul,2016,IDH,Educação,Total,0.722
1174,43,Rio Grande do Sul,2016,IDH,Longevidade,Total,0.88
1175,43,Rio Grande do Sul,2016,IDH,Renda,Total,0.772
1176,43,Rio Grande do Sul,2016,IDH,Total,Total,0.789
1177,43,Rio Grande do Sul,2017,IDH,Educação,Total,0.727
1178,43,Rio Grande do Sul,2017,IDH,Longevidade,Total,0.884
1179,43,Rio Grande do Sul,2017,IDH,Renda,Total,0.776
1180,43,Rio Grande do Sul,2017,IDH,Total,Total,0.793
1181,43,Rio Grande do Sul,2018,IDH,Educação,Total,0.736
1182,43,Rio Grande do Sul,2018,IDH,Longevidade,Total,0.888
1183,43,Rio Grande do Sul,2018,IDH,Renda,Total,0.775
1184,43,Rio Grande do Sul,2018,IDH,Total,Total,0.797
1185,43,Rio Grande do Sul,2019,IDH,Educação,Total,0.735
1186,43,Rio Grande do Sul,2019,IDH,Longevidade,Total,0.893
1187,43,Rio Grande do Sul,2019,IDH,Renda,Total,0.783
1188,43,Rio Grande do Sul,2019,IDH,Total,Total,0.801
1189,43,Rio Grande do Sul,2020,IDH,Educação,Total,0.739
1190,43,Rio Grande do Sul,2020,IDH,Longevidade,Total,0.831
1191,43,Rio Grande do Sul,2020,IDH,Renda,Total,0.774
1192,43,Rio Grande do Sul,2020,IDH,Total,Total,0.78
1193,43,Rio Grande do Sul,2021,IDH,Educação,Total,0.75
1194,43,Rio Grande do Sul,2021,IDH,Longevidade,Total,0.797
1195,43,Rio Grande do Sul,2021,IDH,Renda,Total,0.767
1196,43,Rio Grande do Sul,2021,IDH,Total,Total,0.771
1197,50,Mato Grosso do Sul,1991,IDH,Educação,Total,0.259
1198,50,Mato Grosso do Sul,1991,IDH,Longevidade,Total,0.699
1199,50,Mato Grosso do Sul,1991,IDH,Renda,Total,0.641
1200,50,Mato Grosso do Sul,1991,IDH,Total,Total,0.488
1201,50,Mato Grosso do Sul,2000,IDH,Educação,Total,0.445
1202,50,Mato Grosso do Sul,2000,IDH,Longevidade,Total,0.752
1203,50,Mato Grosso do Sul,2000,IDH,Renda,Total,0.687
1204,50,Mato Grosso do Sul,2000,IDH,Total,Total,0.613
1205,50,Mato Grosso do Sul,2010,IDH,Educação,Total,0.629
1206,50,Mato Grosso do Sul,2010,IDH,Longevidade,Total,0.833
1207,50,Mato Grosso do Sul,2010,IDH,Renda,Total,0.74
1208,50,Mato Grosso do Sul,2010,IDH,Total,Total,0.729
1209,50,Mato Grosso do Sul,2012,IDH,Educação,Total,0.657
1210,50,Mato Grosso do Sul,2012,IDH,Longevidade,Total,0.823
1211,50,Mato Grosso do Sul,2012,IDH,Renda,Total,0.729
1212,50,Mato Grosso do Sul,2012,IDH,Total,Total,0.733
1213,50,Mato Grosso do Sul,2013,IDH,Educação,Total,0.674
1214,50,Mato Grosso do Sul,2013,IDH,Longevidade,Total,0.828
1215,50,Mato Grosso do Sul,2013,IDH,Renda,Total,0.735
1216,50,Mato Grosso do Sul,2013,IDH,Total,Total,0.743
1217,50,Mato Grosso do Sul,2014,IDH,Educação,Total,0.671
1218,50,Mato Grosso do Sul,2014,IDH,Longevidade,Total,0.832
1219,50,Mato Grosso do Sul,2014,IDH,Renda,Total,0.742
1220,50,Mato Grosso do Sul,2014,IDH,Total,Total,0.745
1221,50,Mato Grosso do Sul,2015,IDH,Educação,Total,0.667
1222,50,Mato Grosso do Sul,2015,IDH,Longevidade,Total,0.837
1223,50,Mato Grosso do Sul,2015,IDH,Renda,Total,0.726
1224,50,Mato Grosso do Sul,2015,IDH,Total,Total,0.74
1225,50,Mato Grosso do Sul,2016,IDH,Educação,Total,0.698
1226,50,Mato Grosso do Sul,2016,IDH,Longevidade,Total,0.842
1227,50,Mato Grosso do Sul,2016,IDH,Renda,Total,0.741
1228,50,Mato Grosso do Sul,2016,IDH,Total,Total,0.758
1229,50,Mato Grosso do Sul,2017,IDH,Educação,Total,0.708
1230,50,Mato Grosso do Sul,2017,IDH,Longevidade,Total,0.846
1231,50,Mato Grosso do Sul,2017,IDH,Renda,Total,0.738
1232,50,Mato Grosso do Sul,2017,IDH,Total,Total,0.762
1233,50,Mato Grosso do Sul,2018,IDH,Educação,Total,0.715
1234,50,Mato Grosso do Sul,2018,IDH,Longevidade,Total,0.85
1235,50,Mato Grosso do Sul,2018,IDH,Renda,Total,0.75
1236,50,Mato Grosso do Sul,2018,IDH,Total,Total,0.77
1237,50,Mato Grosso do Sul,2019,IDH,Educação,Total,0.731
1238,50,Mato Grosso do Sul,2019,IDH,Longevidade,Total,0.854
1239,50,Mato Grosso do Sul,2019,IDH,Renda,Total,0.752
1240,50,Mato Grosso do Sul,2019,IDH,Total,Total,0.777
1241,50,Mato Grosso do Sul,2020,IDH,Educação,Total,0.747
1242,50,Mato Grosso do Sul,2020,IDH,Longevidade,Total,0.789
1243,50,Mato Grosso do Sul,2020,IDH,Renda,Total,0.744
1244,50,Mato Grosso do Sul,2020,IDH,Total,Total,0.76
1245,50,Mato Grosso do Sul,2021,IDH,Educação,Total,0.741
1246,50,Mato Grosso do Sul,2021,IDH,Longevidade,Total,0.751
1247,50,Mato Grosso do Sul,2021,IDH,Renda,Total,0.733
1248,50,Mato Grosso do Sul,2021,IDH,Total,Total,0.742
1249,51,Mato Grosso,1991,IDH,Educação,Total,0.221
1250,51,Mato Grosso,1991,IDH,Longevidade,Total,0.654
1251,51,Mato Grosso,1991,IDH,Renda,Total,0.627
1252,51,Mato Grosso,1991,IDH,Total,Total,0.449
1253,51,Mato Grosso,2000,IDH,Educação,Total,0.426
1254,51,Mato Grosso,2000,IDH,Longevidade,Total,0.74
1255,51,Mato Grosso,2000,IDH,Renda,Total,0.689
1256,51,Mato Grosso,2000,IDH,Total,Total,0.601
1257,51,Mato Grosso,2010,IDH,Educação,Total,0.635
1258,51,Mato Grosso,2010,IDH,Longevidade,Total,0.821
1259,51,Mato Grosso,2010,IDH,Renda,Total,0.732
1260,51,Mato Grosso,2010,IDH,Total,Total,0.725
1261,51,Mato Grosso,2012,IDH,Educação,Total,0.694
1262,51,Mato Grosso,2012,IDH,Longevidade,Total,0.803
1263,51,Mato Grosso,2012,IDH,Renda,Total,0.732
1264,51,Mato Grosso,2012,IDH,Total,Total,0.742
1265,51,Mato Grosso,2013,IDH,Educação,Total,0.732
1266,51,Mato Grosso,2013,IDH,Longevidade,Total,0.807
1267,51,Mato Grosso,2013,IDH,Renda,Total,0.738
1268,51,Mato Grosso,2013,IDH,Total,Total,0.758
1269,51,Mato Grosso,2014,IDH,Educação,Total,0.736
1270,51,Mato Grosso,2014,IDH,Longevidade,Total,0.812
1271,51,Mato Grosso,2014,IDH,Renda,Total,0.739
1272,51,Mato Grosso,2014,IDH,Total,Total,0.762
1273,51,Mato Grosso,2015,IDH,Educação,Total,0.767
1274,51,Mato Grosso,2015,IDH,Longevidade,Total,0.816
1275,51,Mato Grosso,2015,IDH,Renda,Total,0.729
1276,51,Mato Grosso,2015,IDH,Total,Total,0.77
1277,51,Mato Grosso,2016,IDH,Educação,Total,0.766
1278,51,Mato Grosso,2016,IDH,Longevidade,Total,0.82
1279,51,Mato Grosso,2016,IDH,Renda,Total,0.725
1280,51,Mato Grosso,2016,IDH,Total,Total,0.769
1281,51,Mato Grosso,2017,IDH,Educação,Total,0.757
1282,51,Mato Grosso,2017,IDH,Longevidade,Total,0.824
1283,51,Mato Grosso,2017,IDH,Renda,Total,0.733
1284,51,Mato Grosso,2017,IDH,Total,Total,0.77
1285,51,Mato Grosso,2018,IDH,Educação,Total,0.764
1286,51,Mato Grosso,2018,IDH,Longevidade,Total,0.828
1287,51,Mato Grosso,2018,IDH,Renda,Total,0.744
1288,51,Mato Grosso,2018,IDH,Total,Total,0.778
1289,51,Mato Grosso,2019,IDH,Educação,Total,0.771
1290,51,Mato Grosso,2019,IDH,Longevidade,Total,0.832
1291,51,Mato Grosso,2019,IDH,Renda,Total,0.738
1292,51,Mato Grosso,2019,IDH,Total,Total,0.779
1293,51,Mato Grosso,2020,IDH,Educação,Total,0.765
1294,51,Mato Grosso,2020,IDH,Longevidade,Total,0.769
1295,51,Mato Grosso,2020,IDH,Renda,Total,0.735
1296,51,Mato Grosso,2020,IDH,Total,Total,0.756
1297,51,Mato Grosso,2021,IDH,Educação,Total,0.758
1298,51,Mato Grosso,2021,IDH,Longevidade,Total,0.73
1299,51,Mato Grosso,2021,IDH,Renda,Total,0.72
1300,51,Mato Grosso,2021,IDH,Total,Total,0.736
1301,52,Goiás,1991,IDH,Educação,Total,0.273
1302,52,Goiás,1991,IDH,Longevidade,Total,0.668
1303,52,Goiás,1991,IDH,Renda,Total,0.633
1304,52,Goiás,1991,IDH,Total,Total,0.487
1305,52,Goiás,2000,IDH,Educação,Total,0.439
1306,52,Goiás,2000,IDH,Longevidade,Total,0.773
1307,52,Goiás,2000,IDH,Renda,Total,0.686
1308,52,Goiás,2000,IDH,Total,Total,0.615
1309,52,Goiás,2010,IDH,Educação,Total,0.646
1310,52,Goiás,2010,IDH,Longevidade,Total,0.827
1311,52,Goiás,2010,IDH,Renda,Total,0.742
1312,52,Goiás,2010,IDH,Total,Total,0.735
1313,52,Goiás,2012,IDH,Educação,Total,0.698
1314,52,Goiás,2012,IDH,Longevidade,Total,0.807
1315,52,Goiás,2012,IDH,Renda,Total,0.73
1316,52,Goiás,2012,IDH,Total,Total,0.744
1317,52,Goiás,2013,IDH,Educação,Total,0.71
1318,52,Goiás,2013,IDH,Longevidade,Total,0.81
1319,52,Goiás,2013,IDH,Renda,Total,0.74
1320,52,Goiás,2013,IDH,Total,Total,0.752
1321,52,Goiás,2014,IDH,Educação,Total,0.723
1322,52,Goiás,2014,IDH,Longevidade,Total,0.813
1323,52,Goiás,2014,IDH,Renda,Total,0.739
1324,52,Goiás,2014,IDH,Total,Total,0.757
1325,52,Goiás,2015,IDH,Educação,Total,0.722
1326,52,Goiás,2015,IDH,Longevidade,Total,0.815
1327,52,Goiás,2015,IDH,Renda,Total,0.731
1328,52,Goiás,2015,IDH,Total,Total,0.755
1329,52,Goiás,2016,IDH,Educação,Total,0.754
1330,52,Goiás,2016,IDH,Longevidade,Total,0.818
1331,52,Goiás,2016,IDH,Renda,Total,0.724
1332,52,Goiás,2016,IDH,Total,Total,0.764
1333,52,Goiás,2017,IDH,Educação,Total,0.743
1334,52,Goiás,2017,IDH,Longevidade,Total,0.821
1335,52,Goiás,2017,IDH,Renda,Total,0.735
1336,52,Goiás,2017,IDH,Total,Total,0.765
1337,52,Goiás,2018,IDH,Educação,Total,0.757
1338,52,Goiás,2018,IDH,Longevidade,Total,0.824
1339,52,Goiás,2018,IDH,Renda,Total,0.735
1340,52,Goiás,2018,IDH,Total,Total,0.771
1341,52,Goiás,2019,IDH,Educação,Total,0.77
1342,52,Goiás,2019,IDH,Longevidade,Total,0.827
1343,52,Goiás,2019,IDH,Renda,Total,0.729
1344,52,Goiás,2019,IDH,Total,Total,0.774
1345,52,Goiás,2020,IDH,Educação,Total,0.79
1346,52,Goiás,2020,IDH,Longevidade,Total,0.763
1347,52,Goiás,2020,IDH,Renda,Total,0.722
1348,52,Goiás,2020,IDH,Total,Total,0.758
1349,52,Goiás,2021,IDH,Educação,Total,0.778
1350,52,Goiás,2021,IDH,Longevidade,Total,0.721
1351,52,Goiás,2021,IDH,Renda,Total,0.714
1352,52,Goiás,2021,IDH,Total,Total,0.737
1353,53,Distrito Federal,1991,IDH,Educação,Total,0.419
1354,53,Distrito Federal,1991,IDH,Longevidade,Total,0.731
1355,53,Distrito Federal,1991,IDH,Renda,Total,0.762
1356,53,Distrito Federal,1991,IDH,Total,Total,0.616
1357,53,Distrito Federal,2000,IDH,Educação,Total,0.582
1358,53,Distrito Federal,2000,IDH,Longevidade,Total,0.814
1359,53,Distrito Federal,2000,IDH,Renda,Total,0.805
1360,53,Distrito Federal,2000,IDH,Total,Total,0.725
1361,53,Distrito Federal,2010,IDH,Educação,Total,0.742
1362,53,Distrito Federal,2010,IDH,Longevidade,Total,0.873
1363,53,Distrito Federal,2010,IDH,Renda,Total,0.863
1364,53,Distrito Federal,2010,IDH,Total,Total,0.824
1365,53,Distrito Federal,2012,IDH,Educação,Total,0.768
1366,53,Distrito Federal,2012,IDH,Longevidade,Total,0.865
1367,53,Distrito Federal,2012,IDH,Renda,Total,0.846
1368,53,Distrito Federal,2012,IDH,Total,Total,0.825
1369,53,Distrito Federal,2013,IDH,Educação,Total,0.794
1370,53,Distrito Federal,2013,IDH,Longevidade,Total,0.87
1371,53,Distrito Federal,2013,IDH,Renda,Total,0.848
1372,53,Distrito Federal,2013,IDH,Total,Total,0.837
1373,53,Distrito Federal,2014,IDH,Educação,Total,0.791
1374,53,Distrito Federal,2014,IDH,Longevidade,Total,0.875
1375,53,Distrito Federal,2014,IDH,Renda,Total,0.845
1376,53,Distrito Federal,2014,IDH,Total,Total,0.836
1377,53,Distrito Federal,2015,IDH,Educação,Total,0.789
1378,53,Distrito Federal,2015,IDH,Longevidade,Total,0.879
1379,53,Distrito Federal,2015,IDH,Renda,Total,0.847
1380,53,Distrito Federal,2015,IDH,Total,Total,0.837
1381,53,Distrito Federal,2016,IDH,Educação,Total,0.822
1382,53,Distrito Federal,2016,IDH,Longevidade,Total,0.884
1383,53,Distrito Federal,2016,IDH,Renda,Total,0.836
1384,53,Distrito Federal,2016,IDH,Total,Total,0.847
1385,53,Distrito Federal,2017,IDH,Educação,Total,0.797
1386,53,Distrito Federal,2017,IDH,Longevidade,Total,0.888
1387,53,Distrito Federal,2017,IDH,Renda,Total,0.842
1388,53,Distrito Federal,2017,IDH,Total,Total,0.842
1389,53,Distrito Federal,2018,IDH,Educação,Total,0.808
1390,53,Distrito Federal,2018,IDH,Longevidade,Total,0.892
1391,53,Distrito Federal,2018,IDH,Renda,Total,0.836
1392,53,Distrito Federal,2018,IDH,Total,Total,0.845
1393,53,Distrito Federal,2019,IDH,Educação,Total,0.842
1394,53,Distrito Federal,2019,IDH,Longevidade,Total,0.896
1395,53,Distrito Federal,2019,IDH,Renda,Total,0.841
1396,53,Distrito Federal,2019,IDH,Total,Total,0.859
1397,53,Distrito Federal,2020,IDH,Educação,Total,0.825
1398,53,Distrito Federal,2020,IDH,Longevidade,Total,0.836
1399,53,Distrito Federal,2020,IDH,Renda,Total,0.827
1400,53,Distrito Federal,2020,IDH,Total,Total,0.829
1401,53,Distrito Federal,2021,IDH,Educação,Total,0.817
1402,53,Distrito Federal,2021,IDH,Longevidade,Total,0.803
1403,53,Distrito Federal,2021,IDH,Renda,Total,0.821
1404,53,Distrito Federal,2021,IDH,Total,Total,0.814
